,Title,Content_,Date,QA1,QA2,QA3
4607,                 در 2 دقیقه و 42 ثانیه اتفاق افتاد: نمایش ریشه مصائب ایران توسط علیرضا پناهیان !             ,"مهاجرت از "" آرمانشهر رویایی ذهنی "" به "" دنیای واقعیت های بیرونی "" ، مهم ترین نیاز مسؤولان امروز ایران است.",۲۹-۰۴-۱۴۰۲,,,
4608,                 وزیر فرهنگ : کار ادغام ۴ خبرگزاری دولتی آغاز شده  / هیچ خبرنگاری از کار برکنار نخواهد شد             ,وزیر ارشاد گفت:‌ با اجرایی شدن این قانون، دیگر برای همه مجوزهایی که وزارت ارشاد صادر می‌کند از جمله در حوزه کتاب، موسیقی، سینما مثل نظام‌های صنفی همچون نظام‌های صنفی حوزه پزشکی تصمیم‌گیری می‌کند. با ابلاغ این حکم دیگر دچار بروز مشکلات نخواهیم بود و اگر بازیگری دچار اشکالی شود و حتی حق و حقوق او تضییع شود و بحث مالکیت فکری و معنوی رعایت نشود می‌توانند از این مسیر پیگیر حقوق خود باشند، آیین‌نامه این حکم ظرف سه ماه بعد از ابلاغ قانون باید به تصویب دولت برسد.,۲۸-۰۴-۱۴۰۲,,,
4609,                 قدرتمندترین نیروهای هوایی جهان در سال 2023/ ایران کجا ایستاده است؟ (+عکس)             ,آمریکا دارای 13513 فرودگاه، 11 ناو هواپیمابر و 9 ناو هلیکوپتربر است که همگی بیشترین تعداد برای یک کشور در جهان محسوب می شوند.,۲۹-۰۴-۱۴۰۲,,,
4610,                 سقوط پژو پارس به رودخانه مارون اهواز / راننده مفقود شد             ,بر اساس این گزارش در تاریخ ۲۲ تیرماه نیز یک مرد ۳۴ ساله حد فاصل رامهرمز به امیدیه، (رودخانه مارون) در آب غرق و مفقود شد که روز ۲۳ تیرماه جسد وی کشف شده است.,۲۸-۰۴-۱۴۰۲,,,
4611,                 مرحوم خسرو شکیبایی چگونه اجازه فیلمبرداری در صحن امام رضا (ع) را گرفت؟             ,آقای طبسی تعجب کردند و گفتند به من گفته بودند که شما آخوند هستید. خسرو هم گفت نه. آقای طبسی هم گفتند من باور نمی‌کنم و خسرو برای اینکه این ماجرا را اثبات کند بلند شد و آن مونولوگ اصلی را خواند. آقای طبسی بسیار تعجب کرد، خسرو را بوسید و اجازه داد در صحن فیلم‌برداری کنیم.,۲۸-۰۴-۱۴۰۲,,,
4612,                 عرضه رسمی فیلم اول سعید روستایی در شبکه خانگی             ,این فیلم سینمایی داستان خانواده‌ای است که درگیر فقر و بی‌کاری و اعتیاد شده اند. سمیه دختر کوچک خانواده قرار است با مردی افغانی ازدواج کند اما تمام زندگی بر دوش اوست و با رفتنش مشکلات بیشتری پیش می‌آید.,۲۸-۰۴-۱۴۰۲,,,
4613,                 چرا هنرمندان در زمان بازنشستگی حداقل حقوق را دریافت می‌کنند؟             ,محمدی با تأکید بر آمادگی سازمان تأمین‌اجتماعی برای تشکیل کارگروه مشترک و همکاری در زمینه بیمه هنرمندان گفت: برخی از آئین‌نامه‌ها و روندهای اجرایی فعلی در زمینه بیمه هنرمندان نیاز به اصلاح و بازنگری دارد و ما در چارچوب مقررات آماده همکاری کامل با سازمان سینمایی کشور و خانه سینما - از مجموعه های تحت حمایت این سازمان سینمایی- هستیم تا پوشش بیمه‌ای هنرمندان و قراردادهای پیمان این حوزه به نحو مطلوب‌تری انجام شود.,۲۸-۰۴-۱۴۰۲,,,
4614,"                 افشاگری نماینده مجلس:
سازمان استاندارد «پراید» را تایید کرده، اما کیفیت « کیا »، « هیوندای » و « میتسوبیشی » را رد کرده ! / به چراغ جلوی « نیسان » ایراد گرفته ! (+فیلم)             ",این درحالیست که پس از دو ماه از واردات تعداد بسیار اندک خودروهای وارداتی، هنوز مجوز پلاک کردن به این خودروها داده نشده است.,۲۸-۰۴-۱۴۰۲,,,
4615,                 احساس خستگی زیاد علائم این بیماری ها است             ,از دیگر علائم آن می‌توان به موارد زیر اشاره کرد:میل همیشگی به خوردن چیز‌های شیرین، دشواری در به خواب رفتن، خواب سبک، سرگیجه، سردرد خشکی دهان، بوی ناخوشایند دهان.برای اینکه کم‌آبی بدن خود را امتحان کنید، پوست قسمت بیرونی مچ‌تان را با دو انگشت نیشگون بگیرید و نیم سانت بکشید، سپس رها کنید. پوست باید کاملاً صاف باشد و طی ۱-۲ ثانیه به حالت اولیه خود بازگردد. ‌همچنین می‌توانید با افزایش مقدار مایعات مصرفی خود، کم‌آبی مزمن بدن را بهبود دهید. (از ۱.۵ الی ۲.۵ لیتر با توجه به وزن بدن) اگر خستگی مداوم و دیگر علائم شما پس از چند هفته بهبود نیافت، وقت خود را تلف نکنید و حتماً با پزشک مشورت کنید.,۲۸-۰۴-۱۴۰۲,,,
4616,                 اعلام وضعیت قرمز گرمای مرگبار در اروپا / آتش سوزی جنگل ها و افزایش مرگ و میر             ,این در حالی است که می‌توان انتظار داشت با گرم شدن روزافزون زمین و افزایش موج‌های گرما، قوانین جاری به طور فزاینده‌ای به محل بحث تبدیل شوند.,۲۸-۰۴-۱۴۰۲,,,
4617,                 واردات هر دو خودرو به شرط اسقاط یک خودرو است             ,وی خاطرنشان کرد: فعلا تا زمان تصویب آیین‌نامه مربوطه، واردکنندگان خودرو مکلفند به ازای واردات هر دو دستگاه خودرو، گواهی یک خودرو فرسوده را ارائه کنند.,۲۸-۰۴-۱۴۰۲,,,
4618,                 طالبان تجمع اعتراضی زنان آرایشگر را سرکوب کرد (فیلم)             ,در آن‌زمان منبعی در اتاق تجارت و صنایع افغانستان به بی‌بی‌سی گفته بود که این دستور طالبان باعث بیکاری حدود ۶۰ هزار زن در سراسر کشور خواهد شد.,۲۸-۰۴-۱۴۰۲,,,
4619,                 فنلاند مجوز فعالیت کنسولگری روسیه را لغو می‌کند             ,در ادامه این بیانیه آمده است: در پاسخ به اقدامات تقابلی مقامات فنلاند، مسکو همچنین تصمیم گرفت تا مجوز فعالیت سرکنسولگری فنلاند در سن پترزبورگ را از اول اکتبر (۹ مهر) لغو کند.,۲۸-۰۴-۱۴۰۲,,,
4620,                 قربان‌زاده جانشین وزیر اقتصاد شد             ,در این حکم وظایفی از جمله مسوولیت هماهنگی معاونان و روسای سازمان های تابعه وزارت اقتصاد به قربان‌زاده سپرده شده است.,۲۸-۰۴-۱۴۰۲,,,
4621,                 نگاهی به وضعیت کنسرت ها در یک سال اخیر             ,از اوایل مردادماه سال گذشته که به دلیل شروع ایام محرم کنسرت ها تعطیل شد؛ طبق معمول هرساله همه اهالی موسیقی در انتظار بودند با پایان یافتن ماه صفر، دور جدید کنسرت ها آغاز شود؛ اما با آغاز اعتراضات خیابانی در ایران در اواخر تابستان و اوایل پاییز سال 1401 بود که فعالیت های فرهنگی و هنری به تعطیلی کشیده شدند. یکی از بخش هایی که بصورت صددرصدی به تعطیلی رسید اجراهای زنده موسیقی یا همان کنسرت ها بود. حضور تیم ملی فوتبال در جام جهانی برای عده ای از خوانندگان فرصت مغتنمی بود که بتوانند با انتشار موزیکی مرتبط با فوتبال و تیم ملی؛ هم در جهت تلطیف فضای ملتهب موسیقی حرکت کنند و هم از میزان انتقادها بکاهند. هرچند که زیاد هم موفق نبودند تا جایی که برخی از خوانندگان حتی موسیقی هایی که سفارشی برای تیم ملی خوانده بودند را انکار می کردند.در آن ایام شنیده شد که دفتر موسیقی وزارت ارشاد قصد دارد حمایت هایی را از خوانندگان کند تا برگزاری کنسرت ها از سر گرفته شود. از جمله این حمایت ها و کمک ها می توان به تسریع در صدور مجوز، در اختیار قراردادن سالن اجرا بصورت رایگان و موارد این چنینی اشاره کرد.در همان زمان و در اتفاقی بی سابقه، خبرگزاری رسمی دولت از عدم برگزاری کنسرت ها انتقاد کرد و نوشت: شد 120 روز؛ یا به تعبیری 4 ماه. به تعبیر دیگر یک سوم سال. ایرنا همچنین نوشت: حداقل در 25 سال گذشته این اتفاق بی سابقه بوده است.در نیمه های آذرماه بود که وزیر ارشاد در مصاحبه ای اعلام کرد: ما در معاونت هنری، همه پیش بینی ها را برای این امر( برگزاری کنسرت ها) انجام داده ایم و از نظر دولت و وزارت فرهنگ و ارشاد اسلامی هیچ مانعی برای برگزاری کنسرت ها وجود ندارد.محمدمهدی اسماعیلی در بخش دیگری از صحبت هایش گفت: از اهالی موسیقی خواهش می کنم فعالیت هایشان را آغاز کنند.صحبت های وزیر ارشاد با واکنش های متفاوتی از سوی گروه های مختلف مواجه شد اما همچنان هیچ خواننده ای تمایلی برای اجرا نداشت و چراغ سالن های کنسرت خاموش بود تا اینکه تبلیغات کنسرتی توجهات را به خود جلب کرد. خواننده ای از نسل جدید که با یک ترک هیت شده به شهرت رسیده بود. هرچند که تعداد زیادی از کسانی که به این موزیک گوش می دادند نام خواننده را نمی دانستند.کنسرت در تاریخ 6 بهمن ماه و در دو سانس در سالن میلاد نمایشگاه بین المللی تهران برگزار شد. اگر از واکنش های منفی بخشی از مردم نسبت به اجرای کنسرت در شرایط آن زمان بگذریم؛ دو نکته حائز اهمیت وجود داشت: اول صندلی های خالی زیاد در این اجرا که حسابی توی ذوق می زد و نکته مهم دیگر اینکه آیا در حالت عادی به این اجرا و خواننده مجوز اجرای صحنه ای داده می شد؟هرچند که این خواننده توفیق چندانی در اجرای صحنه ای و فروش بلیط نداشت اما تا حد زیادی راه را برای اجراهای بعدی هموار کرد.در اواخر بهمن ماه جشنواره موسیقی فجر برگزار شد و اجرای خوانندگان مطرحی چون مسعود صادقلو، میثم ابراهیمی، بهنام بانی،علی یاسینی، مجید رضوی و... مهر تاییدی بود بر آغاز مجدد کنسرت ها در ایران و با توجه به نزدیک بودن ماه مبارک رمضان؛ فرصت کمی برای خوانندگان باقی بود تا به اجراهای کنسرت خود بپردازند.هرچند کنسرت ها در تهران شروع شده بود اما شهرستان ها همچنان مثل گذشته در گیر و دار اخذ مجوز بودند. برخی از مراکز استان ها موفق به آغاز مجدد کنسرت ها شدند و مسئولین برخی از استان ها همچنان علاقه ای به اجرای کنسرت در استان و شهرستان تحت مدیریت خود نداشتند و ندارند.علیرغم برگزاری کنسرت های متعدد در برخی از شهرهای کشور اما میزان استقبال به طور کاملا چشمگیری کاهش پیدا کرده و شاید علاوه بر مسائل سیاسی، بالا رفتن قیمت بلیط ها و افزایش مشکلات اقتصادی مهم ترین عامل این اتفاق باشد.نباید از حق بگذریم که عیان شدن برخی از ایرادات خواننده های مختلف که در فضای مجازی به صورت گسترده انتشار می یافت از عوامل موثر در کاهش مخاطبان کنسرت هاست.تا قبل از شروع محرم سال 1401 و تعطیلی کنسرت ها قیمت بلیط های کنسرت های پاپ در تهران تا 500 هزارتومان بود اما پس از آغاز دور جدید کنسرت ها قیمت بلیط ها تا 700 هزار تومان  برای سال 1401 بالا رفت و البته 9% مالیات بر ارزش افزوده هم به آن اضافه می شد.معاون هنری وزارت فرهنگ و ارشاد اسلامی اعلام کرد که در تابستان  برای تعیین قیمت بلیط ها، نشستی مابین مدیرکل دفتر موسیقی و تهیه کنندگان موسیقی برگزار شد و در رابطه با مسائل مختلف از جمله دستمزد عوامل، اجاره سالن، سود تهیه کننده و... بحث و تبادل نظر شد و موارد مختلف بررسی شد و در پایان برای تهیه کننده ها درصد مشخصی در نظر گرفته شد و بر اساس آن نرخ بلیط ها تعیین شد.طبیعتا قیمت بلیط ها باتوجه به عوامل مختلفی از جمله کرایه سالن ها تعیین می شود. موضوعی که تهیه کنندگان نسبت به آن انتقاد داشتند و به گفته آن ها افزایش چندین برابری کرایه سالن ها یکی از مهم ترین دلایلی است باعث بالارفتن قیمت بلیط ها شده است.در مجموع عوامل مختلفی دست به دست هم دادند تا میزان فروش کنسرت ها بطور چشمگیری کاهش یابد هرچند در همین بازه زمانی، کنسرت خوانندگان در کشور های دیگر از فروش قابل توجهی برخوردار بوده اند و حتی در برخی موارد به تمدید سانس هم رسیده اند. همچنین خوانندگان مطرح موسیقی پاپ و سنتی طی ماه های آینده تور کنسرت های خود را در اروپا، آسیا و کانادا برگزار خواهند کرد. بطور مثال همایون شجریان تور کنسرت های خود را از اوایل شهریورماه و شهر استانبول آغاز خواهد کرد و تا اواسط مهرماه در دوسلدورف آلمان ادامه خواهد داد. علیرضا قربانی خواننده سنتی دیگری است که پس از استقبال بی نظیر از کنسرت هایش در ایران راهی کانادا، استرالیا و اروپا خواهد شد. خوانندگان دیگری از جمله علیرضا طلیسچی، رضا بهرام،امیدحاجیلی، مسعود صادقلو و... نیز در شهرها و کشورهای مختلف به اجرا خواهند پرداخت.در پایان آمار کلی از فروش بلیط کنسرت ها در کشور پس از آغاز دور جدید کنسرت ها تا پیش از آغاز محرم را به نقل از بهمن بابازاده ملاحظه خواهیم کرد:در کل کشور و در مجموع یک هزار و یکصد و بیست و هشت سانس در تهران و شهرستان ها برگزار شد که بیشترین سانس ها مربوط به خردادماه بوده است.طبق آمار فروش سایت های بلیط فروشی، شش خواننده پر فروش در این بازه زمانی عبارتند از: حامیم، مجید رضوی، آرمین زارعی، ناصر زینعلی، علی یاسینی و محسن یگانه(بدون ترتیب)رکورد سریع ترین فروش به علیرضا قربانی رسید که بلیط های  شب اجرای او که جمعا هزار بلیط بود در کمتر از 3 ساعت به فروش رفت و پس از تمدید کنسرت برای 7 شب بعئی؛ همه بلیط ها در یک ساعت تمام شد.در مجموع در این ماه ها حدود یک و نیم میلیون نفر مخاطب کنسرت هابوده اند که با توجه به  سانس سانس ها و روزهای این بازه زمانی، تقریبا بطور میانگین هر شب 7 سانس برگزار شده است.,۲۸-۰۴-۱۴۰۲,,,
4622,                 پوتین: تمدید توافق غلات «بی‌معنی» است/ غرب از این توافق برای «باج‌گیری سیاسی» استفاده می‌کند             ,این توافق مهم که با میانجیگری سازمان‌ ملل و ترکیه انجام شد، رسماً در روز دوشنبه به پایان رسید. این توافق به اوکراین اجازه می‌داد تا غلات را از طریق دریای سیاه صادر کند.,۲۸-۰۴-۱۴۰۲,,,
4623,                 کدام کشور اتحادیه اروپا پایین‌ترین نرخ تورم را دارد؟             ,در میان کشورهای اتحادیه اروپا، بالاترین نرخ تورم در ماه ژوئن در مجارستان ۱۹.۹ درصد و کمترین آن مربوط به لوکزامبورگ با یک درصد بوده است. در کل بلوک، نرخ تورم سالانه به ۶.۴ درصد رسید که نسبت به ماه قبل ۰.۷ درصد کاهش داشت.,۲۹-۰۴-۱۴۰۲,,,
4624,                 ادامه مصادره شرکت‌ های غربی در روسیه/ دنون فرانسه به برادرزاده رهبر چچن رسید             ,تهاجم به خاک اوکراین، ایالات متحده و متحدانش را بر آن داشت تا شدیدترین تحریم‌ها را در تاریخ معاصر، علیه روسیه اعمال کنند، اقداماتی که پوتین آن را به اعلان «جنگ اقتصادی» تعبیر کرده است.,۲۹-۰۴-۱۴۰۲,,,
4625,                 بازسازی چهره مومیایی مرد باتلاقی ۲۴۰۰ ساله (فیلم)             ,موزه سیلکبورگ اعلام کرده است که «مرد تولوندی» هنگام مرگ بین ۳۰ تا ۴۰ سال سن داشته است. همچنین قد او حداقل ۱۶۳ سانتی‌متر بوده است. علاوه بر این او کلاهی از پشم گوسفند و کمربندی چرمی به همراه داشته است.منبع:برترین ها,۲۹-۰۴-۱۴۰۲,,,
4626,                 ریزش مرگبار ساختمان در تهران / کارگر ساختمانی کشته شد             ,ملکی تصریح کرد: کارگر با تایید عوامل اورژانس جان خود را از دست داد و محل ایمن سازی و تحویل عوامل شهرداری و نیروی انتظامی شد.,۲۹-۰۴-۱۴۰۲,,,
4627,                 نماینده مجلس: گشت های پلیس دیگر گشت ارشاد قدیم نیست / تذکر است و دستگیری در کار نیست             ,رضازاده اظهار کرد: دستگیری‌ها فقط مربوط به اماکن عمومی است که به صورت مختلط اقدام به رقص و پایکوبی و آواز می‌کنند مثلا در اطراف تهران کافه رستوران‌هایی وجود دارد که رقص و پایکوبی مختلط در آن است که پلیس با آنها برخورد جدی خواهد کرد.,۲۹-۰۴-۱۴۰۲,,,
4628,                 آمریکا: به عراق اجازه دادیم پول برق را به حساب‌ ایران در بانک تجارت عراق واریز کند             ,بنا بر ادعای این مقام آمریکایی، واشنگتن امیدوار است که معافیت ۱۲۰ روزه به کاهش فشار ایران بر عراق برای دسترسی به این پول کمک کند، پولی که پیش از این فقط می‌توانست به حساب‌های محدود شده‌ای در عراق واریز شود اما اکنون چنین پول‌هایی می‌تواند وارد حساب‌هایی در بانکهای غیرعراقی خواهد شود.,۲۹-۰۴-۱۴۰۲,,,
4629,                 مرگ نوزاد به دلیل تمام شدن بنزین آمبولانس             ,وی ضمن اطمینان خاطر به عموم مردم از بررسی موشکافانه موضوع بدون هیچ اغماضی تا حصول نتیجه خبر داد و گفت: در صورت بروز کوچکترین قصور با کلیه عوامل برخورد قاطع طبق قانون صورت خواهد گرفت.,۲۹-۰۴-۱۴۰۲,,,
4630,                 سفارت سوئد در بغداد توسط هواداران جریان صدر به آتش کشیده شد             ,در سال‌های اخیر برخی از کشور‌های اروپایی و به خصوص حوزه اسکاندیناوی صحنه تعدی و هتک حرمت مقدسات مسلمانان بوده است. در سایه حمایت پلیس سوئد، راست گرایان افراطی اقدام به آتش زدن قرآن کریم کرده و اعتراض‌های مسلمانان نیز با سرکوب روبرو شده است.,۲۹-۰۴-۱۴۰۲,,,
4631,                 وزیر نیرو : مصوبه تغییر ساعت ادارات لغو نمی‌شود             ,وی با تاکید بر اینکه معمولا دستگاه ها کمتر به این نقطه می رسند، گفت: با این حال اگر این موضوع رعایت نشود قانون به طور دقیق اجرا می شود و منعی برای این مساله نیست.,۲۹-۰۴-۱۴۰۲,,,
4632,                 اثرات شگفت انگیز اسفناج و بادام بر روی مغز             ,مکمل‌ها همچنین می‌توانند باعث اسهال و سایر مشکلات گوارشی شوند و مقادیر بسیار زیاد منیزیم می‌تواند منجر به کاهش فشار خون، بی حالی، افسردگی و گیجی شود.,۳۰-۰۴-۱۴۰۲,,,
4633,                 وزیر دفاع : برخی ناامنی‌های مرزی مردم را نگران نکند             ,وزیر دفاع در پایان با بیان این‌که «حتما درباره مسائل مرزی با طرف پاکستانی صحبت می‌کنیم»، گفت: در مراودات مرزی نیروهای ما مدام با طرف پاکستانی ارتباط دارند.,۲۹-۰۴-۱۴۰۲,,,
4634,                 انتقال رولز‌رویس به بالکن‌طبقه ۴۴آسمان خراش (فیلم)             ,چرا باید یک خودروی در حدود ۴۰۰ هزار دلاری را رانندگی کنید، درحالی که می‌توانید آن را در بالکن خانه خود قرار دهید؟ به نظر می‌رسد دقیقاً این فکری است که به ذهن یک میلیاردر چینی رسید؛ او تصمیم گرفت خودروی رولز رویس خود را به آپارتمانش در طبقه ۴۴ یک آسمان‌خراش ببرد. ویدئویی که از اقدام هیجان‌انگیز این مرد چینی منتشر شده، نشان می‌دهد که او خودروی رولز رویس گوست خود را به آپارتمانش در استان فوجیان بالا برده است.بر اساس گزارش SuperCarBlondie، این خودرویی با وزن ۲.۵ تنی از کنار آسمان‌خراش بلند شد تا به آپارتمان ۵۵۰ فوتی برسد. با توجه به وزن سنگینی این خودروی گرانبها، شرکتی که این عملیات را انجام داد اعلام کرد که برای انجام این کار به صورت موفقیت‌آمیز، محاسبات دقیقی انجام شده است.این خودرو در یک قفس آهنی که برای انجام این عملیات طراحی شده بود قرار گرفت و برای بلند بردن آن از ۳ کابل فولادی استفاده شد.ویدئوی منتشر شده از این رویداد در شبکه‌های اجتماعی جنجال به پا کرده با واکنش‌های متفاوت مخاطبان شبکه‌های اجتماعی مواجه شده است.منبع:فرارو,۲۹-۰۴-۱۴۰۲,,,
4635,                 میوه هایی که پوستتان را شاداب می کند             ,آناناس با طعمی دلپذیر و جذاب در تهیه دسر، کیک، آبمیوه و اسموتی‌های مختلف کاربرد دارد. این میوه استوایی نیز در لیست میوه های مفید برای سلامت پوست قرار می‌گیرد. آناناس حاوی آنزیمی به نام بروملین است که با کاهش التهابات پوستی، از ایجاد مشکلات پوستی مانند جوش و آکنه جلوگیری کرده و منجر به حفظ سلامت سلول‌های پوستی می‌شود. آناناس را میوه‌ای ضد پیری می‌شناسند، زیرا دارای مقادیر زیادی ترکیبات آنتی اکسیدان است که برای سلامت سلول‌های پوستی و بدن مفید هستند.,۲۹-۰۴-۱۴۰۲,,,
4636,                 چند راهکار خانگی برای رفع چاقی شکمی / از چای سبز تا زردچوبه             ,_ به اندازه کافی آب بخورید: مصرف ۸ لیوان آب در شبانه روز نه تنها هضم غذا را افزایش می‌دهد بلکه منجر به کاهش نفخ شده و متابولیسم را نیز بالا می‌برد.,۳۰-۰۴-۱۴۰۲,,,
4637,                 تصادف مرگبار دختر جوان در بزرگراه یاسینی تهران / باز هم ایربک باز نشد (+عکس)             ,می‌بینید که این حادثه برای راننده در نزدیکی مقصد و در داخل شهر اتفاق افتاده و خستگی به وی اجازه رسیدن به مقصد را نداده است. اگر هر راننده‌ای احساس خستگی داشت لطفاً و خواهشا دقایقی را به استراحت بپردازد و آنگاه به مسیر خود ادامه دهد تا شاهد اینگونه حوادث ناگوار نباشیم.,۲۹-۰۴-۱۴۰۲,,,
4638,                 درباره آلوپِسی آرِئاتا یا کچلی سکه ای (+عکس)             ,برای نمونه در فتوتراپی از طول موج های خاصی از نور ماوراء بنفش برای اثرات درمانی آنها استفاده می شود. لیزر درمانی نیز مقدار خاصی از اشعه را با هدف تحریک رشد موها ارائه می دهد. هر دو روش درمانی مذکور ایمن و موثر در نظر گرفته می شوند.,۲۹-۰۴-۱۴۰۲,,,
4639,                 سفارت سوئد در عراق تا اطلاع ثانوی تعطیل شد             ,خبرگزاری فرانسه نیز اعلام کرد که سوئد کاردار سفارت عراق را در پی حمله امروز به سفارت این کشور در بغداد احضار کرد.,۲۹-۰۴-۱۴۰۲,,,
4640,                 آخر هفته چه تعزیه‌هایی ببینیم؟             ,ویژه‌برنامه «نوای عرشیان و مشق فرشیان» تا شامگاه جمعه ششم مرداد که همزمان با شام غریبان امام حسین (ع) است، ادامه خواهد داشت.,۲۹-۰۴-۱۴۰۲,,,
4641,                 مجموعه مستند «یکی بود یکی نبود» روی آنتن شبکه یک می‌رود / قصه فراموش نشدنی آدم‌ها             ,دیگر عوامل این مجموعه، راوی و مشاور پروژه ساسان گلستانه، مجری طرح مارال میرزایی، نویسنده محمد خداوردی، دستیار کارگردان سحر شمس، مدیرتصویربردازی پژمان ندافی، آهنگساز حسام صدفی‌نژاد، تدوین‌گران عبدالله شکری، مهدی موذنیان و امیدخسروی، گرافیست سهراب گلستانه و مشاور امور رسانه لیلا سلمانی هستند.,۲۹-۰۴-۱۴۰۲,,,
4642,                 صدای کیهان درآمد: برخی مداحی ها شبیه کنسرت است             ,یا اینکه در برخی محافل به جای بیان مسائل سیاسی، اجتماعی، فرهنگی، بین‌المللی و منطقه‌ای یا پاسخ به شبهات اعتقادی پمپاژ شده، بیان این موضوعات و مسائل روز عیب شمرده شود و همه چیز منتهی به ظاهر عزاداری شود می‌تواند نشانه‌هایی نگران‌کننده از تلاش دشمن برای تغییر مسیر و ذائقه‌ها در هیئت‌ها و مجالس مذهبی باشد. موضوعی که هوشیاری خطبا، مداحان، شعرای آئینی و عزاداران را می‌طلبد.,۲۹-۰۴-۱۴۰۲,,,
4643,                 هشدار 25 سال قبل اسپیلبرگ به آنتونیو باندراس             ,باندراس و کاترین زتا جونز سال ۲۰۰۵ در دنباله «افسانه زورو» نقش‌های خود را تکرار کردند اما این فیلم در گیشه موفقیت کمتری کسب کرد. با این حال، باندراس گفت هنوز بحث ساخته شدن سومین فیلم زورو مطرح است. وی افزود: اگر اکنون فیلم دیگری ساخته شود من نقش مربی را بازی می‌کنم؛ نقشی که آنتونی هاپکینز در فیلم اول بازی کرد. من شخصیتی می‌شوم که مشعل را به زوروی جدید می‌سپارم.,۲۹-۰۴-۱۴۰۲,,,
4644,                 عراقچی: هیچ‌کس موضع روس‌ ها را درباره جزایر سه گانه قبول ندارد / جای تعجب است که با وجود همکاری‌های نزدیک  چرا چنین حرکتی انجام می‌شود؟             ,وی همچنین بر «اهمیت تحولات منطقه خاور دور و آثار جنگ اوکراین بر این منطقه» تاکید کرد و افزود: شورای راهبردی روابط خارجی جمهوری اسلامی با توجه به افزایش تحرکات نظامی و دفاعی کشورهای منطقه‌ای و فرامنطقه‌ای در محیط پیرامونی ژاپن و احتمال وقوع درگیری‌های نظامی در آینده، این تحولات را با حساسیت دنبال می‌کند.,۲۹-۰۴-۱۴۰۲,,,
4645,                 Ъ©Щ…Ъ© ЩҒЩҲШұЫҢ ШЁШұШ§ЫҢ ШҜШұЩ…Ш§ЩҶ Ъ©ЩҲШҜЪ© 9 ШіШ§Щ„ЩҮ Ш§ЫҢ Ъ©ЩҮ ЩҶШ§ШЁЫҢЩҶШ§ ШҙШҜЩҮ Ш§ШіШӘ             ,В ШҙЩ…Ш§ШұЩҮ Ъ©Ш§ШұШӘ ШЁШ§ЩҶЪ© Щ…Щ„ШӘ Ы¶ЫұЫ°ЫҙЫіЫіЫ·ЫёЫұЫұЫҙЫұЫ¶ЫІЫіЫ·ШҙЩ…Ш§ШұЩҮ ШӯШіШ§ШЁ ШЁШ§ЩҶЪ© Щ…Щ„ШӘ: ЫөЫёЫ№ЫёЫ·Ы·ЫұЫҙЫ¶ЫөШҙЩ…Ш§ШұЩҮ Ъ©Ш§ШұШӘ ШЁШ§ЩҶЪ© Щ…Щ„ЫҢ: Ы¶Ы°ЫіЫ·Ы№Ы№Ы·ЫөЫ№Ы№Ы°ЫіЫ°ЫіЫөЫұШҙЩ…Ш§ШұЩҮ ШӯШіШ§ШЁ ШЁШ§ЩҶЪ© Щ…Щ„ЫҢ: Ы°ЫІЫұЫ№Ы№ЫіЫҙЫ°ЫұЫ°Ы°Ы°Ы°ШҙЩ…Ш§ШұЩҮ ШҙШЁШ§: IR310120020000005898771465,ЫІЫ№-Ы°Ыҙ-ЫұЫҙЫ°ЫІ,,,
4646,                 نقدها و نمرات فیلم اوپنهایمر جدیدترین ساخته کریستوفر نولان             ,همانند فیلم پرستیژ (The Prestige) و فیلم میان ستاره‌ای (Interstellar)، فیلم «اوپنهایمر» نیز درباره موجودی احساسی بودن در میان دنیایی وابسته به ریاضیات است. تفاوت این اثر نسبت به آثار قبلی نیز در مقیاس تراژدی و انسانیت آن است.,۲۹-۰۴-۱۴۰۲,,,
4647,                 آغاز پرواز های «بلخ-استانبول» پس از ۲ سال وقفه             ,«غلام جیلانی وفا» معاون عملیاتی وزارت ترانسپورت و هوانوردی حکومت افغانستان نیز در مراسم نخستین پرواز شرکت آریانا به ارومچی چین گفته بود این پرواز تاثیر مستقیمی بر رشد اقتصاد کشور دارد و در روابط سیاسی و بازرگانی میان دو کشور سودمند است.,۲۹-۰۴-۱۴۰۲,,,
4648,                 ایرج تقی پور تهیه کننده فیلم اول اصغر فرهادی درگذشت             ,در سال ۱۳۵۸ واحد عکاسی دفتر مرکزی جهادسازندگی را تأسیس کرده و از سال ۱۳۵۹ در آرشیو فیلم صداوسیمای جمهوری اسلامی ایران مشغول کار شد.,۲۹-۰۴-۱۴۰۲,,,
