Id,Title,Content_
2817,                 ناپدید شدن هواپیمای نظامی در شیلی             ,
2818,                 ترامپ در اوج تنش‌ها با کره‌شمالی خواستار تخلیه سئول شده بود             ,
2819,                 وزیر بهداشت: عبور از پیک حاد آنفلوآنزا/ تامین شدن انسولین به‌اندازه کافی             ,
2820,                 دختر نابغه 12 ساله بلوچ در آرزوی فضانوردی (+عکس)             ,بیشتر دوست دارم از دانش‎آموزانی که استعداد و توانمندی دارند حمایت شود البته انگار حمایت از نخبگان شعارگونه شده است.
2821,                 عوامل افزایش احتمال ابتلا به آنفلوآنزا             ,
2822,                 زرینچه: فتح الله زاده با موتورگازی و پیک روزنامه کیهان به استقلال آمد ولی الان چه دارد؟/ زرینچه و فتح الله زاده را دستگیر کنید و اعترف بگیرید             ,سرپرست تیم استقلال در پایان گفت: سال‌های سال به استقلال خیانت کردند و نگذاشتند تیم نتیجه بگیرد. بروید بپرسید من بعد از رفتنم از استقلال تا سال 93 که با قلعه‌نویی به این تیم بازگشتم آیا علیه این تیم مصاحبه‌ای انجام دادم؟ مثل بعضی‌ها این آبگوشت‌خورها را به این طرف و آن طرف نفرستادم تا علیه بازیکنان شعار بدهند.
2823,                 تعداد قربانی های آنفلوآنزا در کردستان به 9 نفر رسید             ,
2824,                 عملکرد خارجی‌های تاریخ پرسپولیس/از «پرنده‌فروش» تا سوزاننده 7             ,این سابقه نشان می دهد باشگاه پرسپولیس معمولا تجربه موفقی از استخدام بازیکنان برزیلی نداشته و معمولا هزینه هایی که بابت داشتن این بازیکنان متحمل شده، خار ج از عرف بوده است. آماری که نشان می دهد اگر سرخ ها در آینده قصد جذب بازیکن برزیلی داشتند باید با دقت بیشتری عمل نمایند.
2825,                 نخست وزیر ژاپن: در سفر روحانی برای کاهش تنش‌ها تلاش خواهیم کرد             ,گزارش می افزاید آبه در سفر خرداد ماه سال جاری خود به تهران که نخستین سفر یک نخست وزیر ژاپنی به ایران در ۴۰ سال گذشته بود زمینه را برای سفر روحانی به توکیو فراهم کرده است، آبه در آن سفر همچنین با آیت الله خامنه ای رهبر معظم انقلاب اسلامی ایران دیدار کرد.
2826,                 آغاز ثبت‌نام مسکن ملی از ۳۰ آذر در تهران             ,
2827,                 معاون سابق وزارت ورزش: دنبال قاتل بروس‌لی نباشیم/چرا پاسپورت استراماچونی دست خودش بود؟             ,معاون اسبق حرفه‌ای و قهرمانی وزارت ورزش در پاسخ به سؤالی دیگر مبنی بر اینکه فکر نمی‌کنید دولت بیش از اندازه دخالت دارد،‌ اگر این دو باشگاه خصوصی می‌شدند شاید مشکلات مدیریت می‌شد، تصریح کرد: بارها سعی شده استقلال و پرسپولیس خصوصی شود. قول داده بودند تا آخر سال این دو باشگاه واگذار شود. باید مطالعه اساسی شود که شرایط واگذاری چیست. ما بهترین اقتصاددانان را داریم که بهتر است نظرشان با ورزشی‌ها تجمیع شود. ورزش همان قدر که شادی، افتخار و بیرون آمدن به خاطر جام جهانی دارد همانقدر هم بحران است. من شهادت می‌دهم مدیری را سراغ ندارم که بخواهد چنین اتفاقاتی بیفتد. ما نباید دنبال قاتل بروسلی باشیم. این اتفاقات افتاده، پیشنهاد می‌کنم هواداران به مدیران اعتماد کنند و ما فرصت دهیم تا مسئولان مشکلات را جمع کنند.
2828,                 عراق واردات 17 محصول کشاورزی از ایران را ممنوع کرد (+سند)             ,
2829,                 ۱۹۶۹ مسموم و ۹۷ فوتی بر اثر گازگرفتگی از اول مهر             ,وی با اشاره به علائم مسمومیت حاد با این گاز گفت: علائمی نظیر سردرد، سرگیجه، استفراغ، درد شکم، بیهوشی، تشنج و اغما برای افراد ایجاد می‌شود. در بیماران مبتلا به ناراحتی‌های قلبی ممکن است تشدید بیماری یک علامت هشدار دهنده باشد. از سایر علائم مسمومیت می‌توان به سفتی عضلات، افزایش تعداد تنفس، کاهش فشار خون و گاه تنگی مردمک‌ها اشاره کرد. باید توجه داشت که اگر فردی در اثر ابتلا به مسمومیت با گاز مونوکسید کربن جان خود را از دست ندهد ممکن است دچار نواقص عصبی و روانی پیشرفته نظیر فلج عضوی یا اختلال قوای مغز بشود. مسمومیت شدید با این گاز می‌تواند کشنده باشد.
2830,                 افتتاح ایستگاه مترو کوهسنگی در مشهد             ,
2831,                 مردم عجیبی که 70 سالگی برایشان جوانی است! (+عکس)             ,منبع: بیتوته
2832,                 وکیل بقایی: موکلم در بیمارستان است/ او پس از سکته در مرخصی استعلاجی به سر می‌برد             ,
2833,                 طرح جمع ‌آوري سلاح و مهمات غير مجاز در گیلان             ,37 قبضه تفنگ شکاری غیر مجاز در رشت ، تالش و رودبار کشف شد.به گزارش خبرگزاری صدا و سیما؛ فرمانده انتظامی رشت امروز گفت: ماموران انتظامی این شهرستان از ابتدای آذر تاکنون 10 قبضه تفنگ شکاری غیرمجاز را از 10 متهم در رشت کشف و ضبط کردند.سرهنگ علی رمضانی با بیان اینکه برای ارتقاء امنیت، برخورد قاطع پلیس با دارندگان سلاح و مهمات غیر‌مجاز ادامه دارد افزود: بر اساس قانون مجازات قاچاق سلاح و مهمات مصوب سال 90 ، هر کس به طور غیرمجاز سلاح گرم و سرد جنگی و یا شکاری و قطعات موثر یا مهمات آن را خریداری، نگهداری و يا حمل كند بر حسب مورد به حبس تعزیری محکوم خواهد شد.فرمانده انتظامي تالش هم از كشف 15 تفنگ شكاري غيرمجاز را از 14 فرد متخلف در 3 هفته اخیر در اين شهرستان خبر داد. سرهنگ حسين جمال ‌دار افزود: ماموران انتظامی 8 قبضه تفنگ شکاری غیرمجاز را در بازرسی از 7 خانه در تالش تفنگ شكاري غيرمجاز دیگر نيز در بازرسی از يك خودروی سواری سمند و چند شکارچی كه به صورت پياده تردد می کردند كشف کردند. فرمانده انتظامي رودبار هم از کشف و ضبط 12 قبضه تفنگ شكاري غيرمجاز از 11 شکارچی متخلف در این شهرستان خبر داد.سرهنگ حميدرضا فيضي با تاكيد به برخورد جدي پليس با افرادي كه بدون اخذ مجوز قانوني سلاح نگهداری مي‌ كنند از شهروندان خواست هرگونه مورد مشكوك در این زمینه را به سامانه تلفنی 110 به پليس اطلاع دهند.
2834,                 افزایش میزان کالری مصرفی در جهان             ,
2835,                 باد و طوفان مدارس کیش را تعطیل کرد             ,حسن غواص زاده سرعت وزش تندبادهای لحظه ای در 24 آینده در کیش را تا 70 کیلومتر در ساعت پیش بینی کرد و افزود: این تغییرات جوی تاکنون کم سابقه بوده و احتمال شکستن شاخه های درختان، جاری شدن سیلاب در معابر وجود دارد.
2836,                 جایزه «شاملو» بدون برگزیده با ۲ تقدیری             ,
2837,                 فتح‌الله‌زاده به وزارت ورزش رفت             ,گفته می شود فتح الله زاده جدی ترین گزینه مدیریت باشگاه استقلال است و تا ظهر امروز حکم او به عنوان سرپرست باشگاه صادر خواهد شد.
2838,"                 مثل یک ""روح"" از گوگل مپ استفاده کنید‍             ",
2839,                 مرگ 3 کارگر در آتش‌سوزی کارگاه ضایعاتی در تهران             ,
2840,                 زلزله در لیکک کهگیلویه و بویر احمد             ,
2841,                 انتخابات مجلس یازدهم؛ باغ سوخته امید؟!             ,_________________________
2842,                 سنگ‌زدن به آدم‌های محترم ...             ,وقتی شکسته‌شدن آدم‌های بزرگتر و محترم را می‌بینم، اشک به چشم آمدن‌شان یا انزوا و گریختن از عرصه اجتماعی و پنهان بردن به گوشه‌ای که در آن خبری از «اخبار» و رسانه نباشد به این فکر می‌کنم که شاید آنها هم دارند تاوان کارهای گذشته‌شان را می‌دهند. شاید در روزگار جوانی و شتاب برای قضاوت کردن دیگران، «باد» کاشتند و حالا فصل درو کردن «توفان» است! هر کس تند برود، زودتر زمین می‌خورد. در جامعه‌ای که دیده‌شدن به هر قیمتی بر همه چیز غلبه کند، انتظار حفظ «احترام» آدم‌ها خوش خیالی است اما یک روز نوبت خودمان و آنها که برایمان عزیز و محترم هستند هم می‌شود... 
2843,                 ثبت‌نام ۱۳۵ نفر تاکنون در انتخابات مجلس خبرگان             ,
2844,                 وزیر اقتصاد: فساد را افشا کنید، جایزه بگیرید             ,
2845,                 نمای هوایی از جنگل های 40 میلیون ساله هیرکانی (عکس)             ,یکی از دیدنی ترین فصل های این جنگلها فصل پاییز است.
2846,                 بررسی احتمال وقوع سونامی در دریای خزر             ,
2847,                 قرعه‌کشی لیگ قهرمانان آسیا؛ پرسپولیس در گروه صدرنشینان، کار راحت استقلال و شهرخودرو در صورت صعود             ,۲ آذر ۹۹ (رفت) ۸ آذر ۹۹ (برگشت)
2848,                 حضور فتحی در باشگاه استقلال با اسکورت ویژه             ,فتحی با حضور در دفترش وسایل شخصی خود را جمع آوری کرد تا به صورت رسمی به کارش در استقلال پایان بدهد.
2849,                 کاهش میزان زباله‌‌های خانگی در پی کم‌شدن قدرت خرید مردم             ,عضو شورای اسلامی شهر تهران با اشاره به این مطلب که از عدد ۱۸ هزار میلیاردی بودجه شهرداری بخش قابل توجهی به موضوع پسماند اختصاص پیدا می‌کند، گفت: اگر بتوانیم فرایند چرخه پسماند را متحول کنیم، می‌توانیم بودجه صرفه جویی شده را در جای دیگری مثل مترو و توسعه فضای سبز هزینه کنیم.
2850,                 کشف قدیمی‌ترین تخم مرغ جهان (+عکس)             ,منبع: فارس
2851,                 جشن خانه موسیقی لغو شد             ,
2852,                 سردارجعفری: تنها راه خروج مردم از بن‌بست تغییر انتخاب‌هایشان است/ شورای نگهبان مبانی فکری کاندیداهارا بررسی کند             ,وی خاطرنشان کرد:آنچه که باید در کشور اتفاق بیافتد ضرورت ایجاد یک حرکت اجتماعی است که به دعوت رهبری باید انجام شود. اول جوانان باید این برنامه ریزی را انجام دهند و بعد هم مردم آنها را همراهی کنند تا بسیاری از این مشکلات که توسط خود مردم قابل حل است مرتفع شود،در گام دوم انقلاب باید مدیریت جهادی از جنس اسلام ناب در مقابل مدیریت لیبرال قد علم کند.
2853,                 فرصت تازه برای سربازان غائب از زبان دادستان نظامی تهران             ,
2854,                 معاون وزیر ارتباطات: در حال تهیه لایحه‌ای هستیم تا از این پس قطع اینترنت تنها با تصویب مجلس امکان‌پذیر باشد             ,
2855,                 علی مطهری: مجلس از ۲ ناحیه تضعیف شده؛ مجمع تشخیص و شورای هماهنگی سران قوا             ,
2856,                 رهبران زن جهان را بیشتر بشناسید (+عکس)             , 
2857,                 گزارش تمرین استقلال؛ مرور برنامه‌های استراماچونی/ زرینچه به وعده‌اش عمل کرد             ,تیم فوتبال استقلال روز جمعه در ورزشگاه ازادی به مصاف شاهین بوشهر می‌رود.
2858,                 مدارس گلستان فردا هم تعطیل شد             ,پیش از این نیز از روز یکشنبه (۱۷ آذر) تا سه شنبه (۱۹ آذر) مدارس استان به منظور پیشگیری از شیوع آنفلوآنزا تعطیل شده بود.
2859,                 مدارس گلستان فردا هم تعطیل شد             ,پیش از این نیز از روز یکشنبه (۱۷ آذر) تا سه شنبه (۱۹ آذر) مدارس استان به منظور پیشگیری از شیوع آنفلوآنزا تعطیل شده بود.
2860,                 «رابرت دنیرو» جامانده بزرگ نامزدهای گلدن گلوب             ,این فیلم که نماینده سینمای کره‌جنوبی در شاخه بهترین فیلم بین‌المللی اسکار 2020 است، شب گذشته (دوشنبه‌شب) نیز در سه شاخه بهترین فیلم خارجی، کارگردانی و فیلمنامه جوایز گلدن گلوب نیز نامزد کسب جایزه معرفی شد. 
2861,                 نماینده مجلس: قطعی اینترنت روزانه ۲۵۰۰ میلیارد تومان به کسب و کارهای فناوری خسارت زد             ,وی ادامه داد: این مساله و احضارهای مکرر مدیران کسب و کارها به دادسراها و دادگاه ها، فشارهای زیادی را به متولیان این نوع کسب و کار وارد کرده است به نحوی که به جای تمرکز بر توسعه کسب و کار باید برای پاسخ‌دهی به جرایمی که اشخاص دیگر بر بستر یک پلتفرم مرتکب می‌شوند، در دادگاه حضور یابند.
2862,                 اعتراض به انتخاب نشدن فیلمی در بخش بین الملل جشنواره حقیقت             ,مستند «نتهای مسی یک رویا» در سیزدهمین جشنواره بین المللی فیلم مستند ایران «سینما حقیقت»، سه شنبه ۱۹ آذر ساعت ۲۲ در سالن ۶، پنجشنبه ۲۱ آذر ساعت ۱۵ در سالن فردوس و یکشنبه ۲۴ آذر ساعت ۱۶ در سالن شماره یک پردیس سینمایی چارسو به نمایش در می‌آید.
2863,                 جهانگیری: برخورد با فساد و مفسدین به تنهایی کافی نیست             ,پرتوی رییس انجمن حسابداری ایران هم در این جلسه ضمن طرح درخواست ایجاد پژوهشکده برای مبارزه با فساد، خواستار تسریع در صدور مجوز تاسیس تشکل ها شد و افزود: حضور برخی از تشکل‌ها در کمیته‌ها و کارگروه های مبارزه با فساد و پولشویی می‌تواند به اثربخش بودن نتایج این کارگروه‌ها کمک کند.
2864,                 بازداشت یک عضو شورا و شهردار در شهرستان باوی خوزستان             ,
2865,                 جهانگیری: برخورد با فساد و مفسدین به تنهایی کافی نیست             ,
2866,                 تعداد کاربران رابط کاربری EMUI10 از یک میلیون نفر گذشت             ,آخرین نسخه EMUI، بر پایه اندروید 10 توسعه یافته و ضمن افزایش روان ‌بودن و کارایی دستگاه، تمام ویژگی‌های دوست داشتنی اندروید 10 را نیز به کاربران ارائه می‌کند.
2867,                 دولت تصویب کرد: تزریق ۳۵ میلیارد تومان به هپکو             ,وزرای راه و شهرسازی، صنعت، معدن و تجارت، تعاون، کار و رفاه اجتماعی، استاندار استان مرکزی، رییس سازمان بورس، مدیرعامل شرکت راه آهن و مدیران عامل بانک‌های ملی و کشاورزی نیز در این جلسه حضور داشتند که گزارشی از مشکلات و مسائل پیش روی واحد‌های تولیدی هپکو، واگن پارس و آذرآب ارائه شد و مدیران عامل این کارخانه‌ها به ارائه توضیحاتی در خصوص مسائل و دغدغه‌های خود و نیز ظرفیت فعال تولید و میزان اشتغال، این کارخانه‌ها پرداختند.
2868,"                 انصراف سازندگان فیلم ""تیغ و ترمه"" از اکران             ",
2869,                 آغاز به کار رسمی تپ‌سی در شهر قم             ,تپ‌سی با توجه به نیاز شهروندان قمی به خدمات حمل و نقل هوشمند، در نظر دارد تا با تشکیل ناوگان کافی و ارائه خدمات مطلوب در شهر قم، علاوه بر تسهیل حمل و نقل شهری و پاسخ به نیاز شهروندان در قم، فرصت‌های شغلی جدیدی در این شهر ایجاد کند.
2870,                 آشنایی با حریفان پرسپولیس/ گروه مرگ در ظاهری آسان             ,سرمربی این تیم، پائولو سرجیو پرتغالی است که سابقه هدایت صنعت نفت آبادان را در کارنامه خود دارد. این تیم لژیونرهای زیادی از کشورهای برزیل، کامرون، پرتغال، غنا، کیپ ورده و بروندی دارد و ستاره‌های این تیم پترولینای برزیلی و ماچودوی پرتغالی هستند. التعاون تاکنون یک بار و آن هم در فصل ۲۰۱۷ در لیگ قهرمانان آسیا حضور پیدا کرد که در گروه الاهلی امارات، لوکوموتیو ازبکستان و استقلال ایران به مقام سوم رسید و از صعود به مرحله بعد بازماند. در آن سال، تیم عربستانی با نتایج ۲ بر یک و ۳ بر صفر برابر استقلال شکست خورد.
2871,"                 ""آشغالهای دوست داشتنی اصل"" متقاضی فیلم فجر / تفاوت ۵۵ دقیقه‌ای نسخه جدید             ","امیریوسفی در پایان در مورد علت نساختن فیلم جدید در شش سال گذشته گفت: شاید همه فکر کنند علت کار نکردن‌ من در شش سال گذشته قهر یا پیگیری اکران «آشغالهای دوست داشتنی» بود ولی واقعیت این است که در آن شش سال سخت، پنج فیلمنامه نوشتم که مشتاق ساخت آنها بودم ولی هر کدام به شیوه‌ای توسط آقایان کنار گذاشته شدند. البته الان پیگیر ساخت فیلمنامه ششم هستم تا شاید بتوانم در دوره هشت ساله آقای روحانی حداقل یک فیلم سینمائی بسازم، البته شاید! ولی دیده شدن ""آشغالهای دوست داشتنی اصل"" در جشنواره برای من مثل اکران یک فیلم جدید است و مطمئن هستم دیدن این نسخه متفاوت برای مردم و اهالی مطبوعات بسیار جذاب و هیجان انگیز خواهد بود."
2872,                 پلیس فتا: سریع‌تر رمز دوم یکبار مصرف خود را فعال کنید             ,این مقام مسئول با اشاره به نقش مثبت رسانه ها در آگاهی بخشی به شهروندان در خصوص آسیب ها، تهدیدها و فرصت های فضای مجازی، از مدیران رسانه ها در پیشبرد ماموریت های آموزشی و اطلاع رسانی پلیس قدردانی و تشکر کرد.
2873,                 دلار ۱۵۰ تومان گران شد             ,
2874,                 جالب‌ترین خودپردازها و دستگاه های فروش جهان (+عکس)             ,منبع: تابناک باتو
2875,                 عضو فراکسیون امید: مجلس از دولت ناراحت است/ استیضاح زنگنه سیاسی است             ,______________________
2876,                 انفجار مین در پاوه کرمانشاه یک مصدوم برجا گذاشت             ,وی پس از انتقال به بیمارستان قدس پاوه برای مداوای بیشتر به بیمارستان طالقانی کرمانشاه اعزام شد.
2877,                 استراماچونی: باید درباره پرداخت‌های استقلال به دادگاه بروم/ خطر رد صلاحیت داشتم             ,در همین مصاحبه، وی در مورد خداحافظی فرانچسکو توتی و دروسی نیز عنوان کرد: وقتی آنها خداحافظی کردند، قلبم جریحه‌دار شد. شش سالی که در تیم‌ پایه رم حضور داشتم، کنار این بازیکنان کار کردم.
2878,                 تبدیل سریع جنازه به خاک             ,کمپوست به عنوان یک آفت کش طبیعی برای خاک نیز هست. در خاک پوسال اکوسیستم‌ها برای کنترل فرسایش، زمین و جریان بهسازی خاک، ساخت و ساز تالاب، و به عنوان پوشش دفن زباله بسیار مفید است.
2879,                 فردا؛ پایان مهلت ثبت‌نام در سایت بسته معیشتی             ,سایت Hemayat.mcls.gov.ir نیز به منظور ثبت درخواست بررسی مجدد بسته حمایتی از ششم آذرماه فعال شد تا کسانی که پس از ۴۸ ساعت کدرهگیری دریافت کرده‌اند بتوانند با وارد کردن کدملی، کدرهگیری یا شماره حساب یارانه و کدامنیتی درخواست خود را برای طی مراحل بررسی مجدد ثبت کنند.
2880,                 تیزر همراه اول با موضوع حمایت از تولید داخلی(فیلم)             ,سایت Hemayat.mcls.gov.ir نیز به منظور ثبت درخواست بررسی مجدد بسته حمایتی از ششم آذرماه فعال شد تا کسانی که پس از ۴۸ ساعت کدرهگیری دریافت کرده‌اند بتوانند با وارد کردن کدملی، کدرهگیری یا شماره حساب یارانه و کدامنیتی درخواست خود را برای طی مراحل بررسی مجدد ثبت کنند.
2881,                 فتح الله زاده پس از جلسه با وزیر: گفتند 3 روز دیگر همه چیز مشخص می‌شود             ,او ادامه داد: در حال حاضر چیزی مشخص نیست و طی دو سه روز آینده حضور یا عدم حضورم در باشگاه استقلال مشخص خواهد شد. من و یکی از دیگر از عزیزان که نامش را نمی‌دانم گزینه مدیرعاملی استقلال هستیم و هنوز چیزی مشخص نیست.”
2882,                 آثار مخرب سیگار روی بدن انسان (فیلم)             ,او ادامه داد: در حال حاضر چیزی مشخص نیست و طی دو سه روز آینده حضور یا عدم حضورم در باشگاه استقلال مشخص خواهد شد. من و یکی از دیگر از عزیزان که نامش را نمی‌دانم گزینه مدیرعاملی استقلال هستیم و هنوز چیزی مشخص نیست.”
2883,                 اعلامیۀ جهانی حقوق بشر؛ دستاوردی بالاتر از برترین فناوری‌ها/ 10 نکته             , 
2884,                 کشف یک لوح سنگی 265 ساله (+عکس)             ,منبع: فارس
2885,                 آغاز پخش آن‌لاینِ مستندهای کارستان از سایت آمازون             ,"مجتبا میرتهماسب و رخشان بنی‌اعتماد در هسته‌ی مرکزی ""کارگاه فیلم کارآ""، تهیه‌کنندگی این فیلم‌ها و کارگردانی تعدادی از آثار را بر عهده داشته‌اند و مستندسازان شناخته‌شده‌ای همچون محسن عبدالوهاب، بهرام عظیم‌پور، مهناز افضلی، شیرین برق‌نورد و مهدی گنجی ""مجموعه فیلم‌های مستند کارستان"" را کارگردانی کرده‌اند."
2886,                 بانک مرکزی: محدودیت تراکنش‌های بین بانکی             ,همه بانک‌ها و موسسات اعتباری نیز موظف اند این محدودیت را برای تراکنش‌های درون بانکی در درگاه‌های غیر حضوری خود اعمال کنند.روابط عمومی این بانک تاکید کرد که مشتریان بانک‌ها می‌توانند برای تراکنش‌های بالاتر از این مبلغ همچنان به شعب بانک‌ها مراجعه کنند.
2887,                 ارتقاء خدمات درماني با تشكيل اتاق فكر درمان سازمان تامين اجتماعي             ,همه بانک‌ها و موسسات اعتباری نیز موظف اند این محدودیت را برای تراکنش‌های درون بانکی در درگاه‌های غیر حضوری خود اعمال کنند.روابط عمومی این بانک تاکید کرد که مشتریان بانک‌ها می‌توانند برای تراکنش‌های بالاتر از این مبلغ همچنان به شعب بانک‌ها مراجعه کنند.
2888,                 تعطیلی 2 روزه تمام مدارس قم به دلیل آنفلوآنزا             ,در این اطلاعیه اضافه ‌شده است: ادارات، مراکز علمی و دانشگاهی تعطیل نمی‌باشند.
2889,                 هشدار وزارت خارجه به شهروندان ایرانی برای سفر به فرانسه             ,به گزارش ایسنا، وزارت امورخارجه ایران در اطلاعیه اعلام کرد: با توجه به اعتراضات مستمر مردمی در جمهوری فرانسه طی یکسال اخیر و نظر به اعتصابات عمومی دو روز گذشته و به خشونت کشیده شدن این اعتراضات در شهرهای مختلف آن کشور به ویژه پاریس، به مسافرین و جهانگردان ایرانی به طور جدی توصیه می‌گردد به منظور حفظ امنیت و سلامت خود، برنامه سفر به کشور جمهوری فرانسه را به زمان دیگری موکول نمایند.
2890,                 اولین پلتفرم آنلاین فروش و صادرات عمده کالا در ایران             , 
2891,                 خودروی سفارشی انگلیسی با ردپایی از جنرال موتورز! (+تصاویر)             , 
2892,                 شرکت 7000 نفر در مسابقه دو با لباس بابانوئل‌ (+عکس)             ,طبق اعلام رسانه ها دستکم ۷ هزار نفر در این مسابقه دو در لندن و گلاسکو شرکت داشتند.
2893,                 بانک ملی: نصب 60، خیلی ساده است             ,بنا به هر دلیلی اگر مشتریان بانک ملی ایران موفق به طی این مراحل نشدند تا اول دیماه شعب این بانک به صورت ویژه تا ساعت 17 و کارشناسان این بانک در پایگاه های شبانه روزی تا ساعت 20 آماده ی پاسخگویی به مشتریان می باشند.
2894,                 وزارت ورزش: خلیل‌زاده سرپرست استقلال شد/ معرفی مدیرعامل تا چند روز آینده             ,سخنگوی وزارت ورزش خاطر نشان کرد: مهمترین وظیفه خلیل‌زاده طی روزهای آینده در قالب سرپرست باشگاه، بازگشت استراماچونی است.
2895,                 قرار نیست شبکه ملی اطلاعات جایگزین اینترنت جهانی شود             ,دبیر شورای عالی انقلاب فرهنگی در خصوص جایگزینی شبکه ملی اطلاعات با اینترنت جهانی، گفت: شبکه ملی اطلاعات قرار نیست جایگزین اینترنت جهانی شود و این شبکه به معنای اینترنت ملی نیست. این شبکه داده‌های ملی کشور را مدیریت می‌کند تا اگر اینترنت جهانی قطع شد، کشور با مشکل مواجه نشود. همچنان که در اتفاقات اخیر با قطعی اینترنت بسیاری از فعالیت‌های داخلی نظیر بانک‌ها و غیره با کمک این شبکه فعال بود و دچار اخلال نشد.
2896,                 ظفرقندی رئیس نظام پزشکی تهران بزرگ شد             ,علی اصغر پیوندی حدود یک ماه قبل استعفای خود را اعلام کرده بود.محمدرضا ظفرقندی نیز آذر ۹۷ در پی استعفای ایرج فاضل، رئیس کل سابق سازمان نظام پزشکی به علت اجرای قانون منع فعالیت بازنشستگان با رأی شورای عالی این سازمان به ریاست سازمان نظام پزشکی کشور انتخاب شده بود و اکنون همزمان رئیس کل سازمان نظام پزشکی و رئیس هیئت مدیره نظام پزشکی تهران است.
2897,"                 دستگیری شهردار و عضو شورای شهر ""شیبان"" (خوزستان)             ",روز گذشته خبری مبنی بر دستگیری عضو شورا و یکی از شهرداران شهرستان باوی به دلیل مسائل مالی در فضای مجازی منتشر شده بود.
2898,                 تورم چین در بالاترین سطح ۸ سال اخیر             ,هسته تورمی که تورم بخش انرژی و مواد غذایی را به دلیل نوسانات بالای قیمت در آنها در نظر نمی‌گیرد در ماه نوامبر به ۱.۴ درصد رسیده است که در مقایسه با ماه قبل تغییری پیدا نکرده است.   متوسط نرخ تورم چین در بازه زمانی ۱۹۸۶ تا ۲۰۱۹ معادل ۵.۱۳ درصد بوده است که بالاترین تورم ثبت شده مربوط به فوریه ۱۹۸۹ با ۲۸.۴۰ درصد و کمترین تورم نیز مربوط به آوریل ۱۹۹۹ با منفی ۲.۲ درصد بوده است.
2899,                 تاکید ملک سلمان بر تامین امنیت شورای همکاری خلیج فارس مقابل موشک‌های بالستیک             ,وی در ادامه درباره مساله فلسطین نیز مدعی شد که ریاض از حق فلسطینی‌ها برای تشکیل کشور مستقل فلسطین به پایتختی قدس شرقی حمایت می‌کند.
2900,                 لینکلن ایویتر گرند تورینگ؛ معرفی یک هتل لوکس پلاگین هیبرید! (+تصاویر)             ,قیمت پایه برای این محصول 68800 دلار و برای نمونه ای که تصاویر آنرا مشاهده کردید 88895 دلار است. در بالاترین آپشن هم قیمت خودرو به 91 هزار دلار می رسد.
2901,                 زنگ خطر آنفلوآنزای پرندگان در لرستان به صدا درآمده است؟             ,محمدخانی تصریح کرد: ۱۲ استان در پیک مرز هستند که خوشبختانه لرستان جزو بحران‌های آنفلوآنزای طیور نیست و با مقداری مواد ضدعفونی کننده که در انبار داشتیم مرغداری‌ها را ضدعفونی کردیم البته کفاف ۱۰۰ درصد نمی دهد.
2902,                 هجوم گردشگران چینی روسیه را به دردسر انداخت             ,روسیه پیش‌تر در سال ۲۰۱۷ از برنامه خود مبنی بر ارائه ویزای الکترونیکی رایگان به مسافران «‌سنت پترزبورگ» خبر داده و اعلام کرده بود که این ویزا شامل تمامی کشورها نمی‌شود و بیشتر دارندگان پاسپورت‌های معتبر اروپایی و آمریکایی را شامل می‌شود.
2903,                 سخنگوی وزارت خارجه: ایران هرگونه استفاده ابزاری و سیاسی از حقوق بشر علیه کشورهای مستقل را مردود می‌داند             ,سخنگوی دستگاه دیپلماسی گفت: اتحادیه اروپایی را به توجه جدی نسبت به نقض حقوق بشر در برخی کشورهای عضو یا هم پیمان، ایفای تعهدات خود در قبال برجام و نقض حقوق بیش از ٨٠ میلیون شهروند ایرانی بر اثر تحریم های غیر انسانی و یک جانبه ایالات متحده آمریکا فرا می‌خوانیم.
2904,                 موافقت هیات مدیره استقلال با استعفای فتحی (+نامه)             ,هیات مدیره استقلال ضمن تقدیر و تشکر از زحمات امیرحسین فتحی، با استعفای نامبرده موافقت و آقای اسماعیل خلیل‌زاده را به عنوان سرپرست باشگاه فرهنگی ورزشی استقلال معرفی و منصوب کرد.
2905,"                 افشای  ""رابطه شخصی"" افسر سابق ام.آی ۶ با ایوانکا ترامپ             ","شبکه خبری ای.بی.سی گزارش کرده بود که ایوانکا ترامپ حتی درباره همکاری کمپانی استیل به نام ""تجارت اطلاعاتی اوربیس"" برای تجارت خانوادگی ترامپ صحبت کرده بود."
2906,                 استراماچونی: رییس و اعضای هیات مدیره استقلال از فوتبال اطلاعی ندارند             ,"* هواداران و حتی بسیاری از طرفداران. آیا نقش مهم زنان در فوتبال در آسیا را تأیید می‌کنید؟- ""من تأیید می کنم. من هرگز با هواداران زن مانند حضورم در ایران عکسه نگرفته بودم. فوتبال در ایران یک خروجی اجتماعی است. بلیت‌ها ۴ تا ۵ یورو هزینه دارند و اشتیاق بسیار زیادی وجود دارد."""
2907,                 مشخص شدن شرط استراماچونی برای برگشت به استقلال             ,او ادامه داد: آندره‌آ به خاطر امضای قرارداد با تیم دیگری این کار را نکرد بلکه به خاطر عمل نکردن باشگاه استقلال به تعهدات خود در قرارداد، این تصمیم گرفته شد و باشگاه هنوز هم اشاره‌ای به تعهد دوباره به مفاد این قرارداد نداشته است. آندره‌آ آماده است که به تیم برگردد اگر باشگاه دقیق و با سند اثبات کند که به تعهدات خود پایبند خواهد بود.
2908,                 رای مثبت پارلمان فنلاند به جوان‌ترین نخست‌وزیر جهان             , مجموع نمایندگان پارلمان فنلاند ۲۰۰ تن است 
